%
@relation 'MegaSena'
@attribute Concurso real
@attribute DataSorteio real
@attribute 1Dezena real
@attribute 2Dezena real
@attribute 3Dezena real
@attribute 4Dezena real
@attribute 5Dezena real
@attribute 6Dezena real
@attribute ArrecadacaoTotal real
@attribute GanhadoresSena real
@attribute RateioSena real
@attribute GanhadoresQuina real
@attribute RateioQuina real
@attribute GanhadoresQuadra real
@attribute RateioQuadra real
@attribute Acumulado {SIM, NAO}
@attribute ValorAcumulado real
@attribute EstimativaPremio real
@attribute AcumuladoMegadaVirada real
@data
1035,31122008,51,60,1,11,59,26,0,0,0,289,14028.04,19044,212.88,SIM,37025110.94,45000000.00,1066869.15
1036,03012009,27,39,36,10,41,52,0,1,44550370.27,177,23079.89,11703,349.07,NAO,0,2000000.00,2141906.21
1037,07012009,56,36,4,44,46,53,19059299.00,0,0,27,41327.23,3108,359.02,SIM,2055486.11,4300000.00,2435547.10
1038,10012009,51,7,6,28,35,43,0,0,0,80,16894.25,5438,248.54,SIM,4545165.59,7500000.00,2791215.61
1039,14012009,52,2,20,27,36,24,0,0,0,96,15555.92,6631,225.21,SIM,21306617.42,25000000.00,3184207.15
1040,17012009,44,1,28,55,6,39,0,0,0,66,31738.53,6431,325.73,SIM,25165354.54,30000000.00,3735455.32
1041,21012009,12,10,36,54,44,57,0,1,29372147.91,82,27849.85,8071,282.95,NAO,0,1500000.00,4336425.82
1042,24012009,25,46,51,18,13,30,0,0,0,79,13627.16,4761,226.12,SIM,1983110.38,4500000.00,4619727.32
1043,28012009,25,14,51,48,60,21,0,0,0,35,33115.91,3197,362.55,SIM,4118214.61,7000000.00,4924742.23
1044,31012009,58,10,39,11,13,35,0,0,0,79,17589.08,6346,218.96,SIM,15945179.95,20000000.00,5290409.89
1045,04022009,31,6,5,17,50,1,0,0,0,102,17541.75,8623,207.5,SIM,19241182.43,23000000.00,5761267.40
1046,07022009,57,40,28,42,54,55,35145764.50,1,23031543.81,49,41992.34,4875,422.08,NAO,0,1500000.00,6302747.62
1047,11022009,1,2,10,48,14,8,0,0,0,148,6309.40,8110,115.14,SIM,1720141.14,3500000.00,6548482.08
1048,14022009,57,3,38,21,28,16,0,1,3901088.76,70,16913.47,4990,237.26,NAO,0,1700000.00,6860046.04
1049,18022009,34,17,52,5,2,29,0,1,1636050.81,143,6210.78,6295,141.09,NAO,0,10000000.00,7093767.61
1050,21022009,60,14,45,24,33,26,0,0,0,66,18549.47,4590,266.73,SIM,10189998.98,12000000.00,7415942.68
1051,25022009,57,11,7,43,10,13,0,0,0,66,11893.94,5281,148.65,SIM,11636051.15,14000000.00,7622521.57
1052,28022009,8,11,16,15,57,52,27092243.50,1,14557865.34,77,20599.07,5743,276.18,NAO,0,1500000.00,8039923.61
1053,04032009,15,42,27,53,34,49,0,1,1629650.34,112,7898.82,4385,201.75,NAO,0,1500000.00,8272730.82
1054,07032009,41,27,13,60,14,18,0,0,0,37,26092.87,3567,270.66,SIM,8083746.30,10000000.00,8526792.98
1055,11032009,27,32,15,12,20,16,0,2,5273833.35,86,15552.99,6311,211.94,NAO,0,1500000.00,8878781.62
1056,14032009,38,8,50,53,59,6,0,1,1872397.32,23,44193.23,2350,432.53,NAO,0,1600000.00,9146266.97
1057,18032009,15,49,59,4,3,2,0,0,0,46,18772.07,3923,220.12,SIM,1590685.29,3000000.00,9373507.73
1058,21032009,20,51,57,45,24,18,0,1,3671709.67,50,22593.98,3853,293.2,NAO,0,1800000.00,9670796.94
1059,25032009,37,1,14,45,12,16,0,1,1600783.97,63,13793.60,4089,212.52,NAO,0,8000000.00,9899480.38
1060,28032009,1,41,3,18,16,42,0,1,8287163.48,60,20333.07,5220,233.71,NAO,0,1500000.00,10220528.85
1061,01042009,9,41,56,23,21,30,0,0,0,29,29790.04,2579,334.98,SIM,1591415.12,3500000.00,10447873.88
1062,04042009,55,8,2,37,23,33,0,0,0,114,9967.04,6442,176.38,SIM,3684492.68,6000000.00,10746884.98
1063,08042009,49,1,22,47,44,50,0,0,0,68,17776.43,4202,287.67,SIM,5911224.82,8000000.00,11064989.58
1064,11042009,28,4,19,16,49,29,0,0,0,74,15699.66,5517,210.58,SIM,14524789.16,17000000.00,11370719.78
1065,15042009,7,57,19,43,39,30,0,0,0,72,23596.92,6501,261.34,SIM,17654485.48,21000000.00,11817819.26
1066,18042009,10,43,49,32,25,6,0,0,0,115,18205.45,8153,256.79,SIM,21511165.79,25000000.00,12368773.61
1067,22042009,14,10,56,25,4,28,0,0,0,172,11762.29,10795,267.73,SIM,25237954.47,30000000.00,12901172.01
1068,25042009,44,48,25,57,27,47,0,0,0,146,19264.05,10795,372.2,SIM,30418969.33,36000000.00,13641317.01
1069,29042009,28,17,49,53,45,9,0,1,36400425.15,275,11807.55,16287,284.8,NAO,0,17000000.00,14495810.71
1070,02052009,41,53,8,23,5,16,0,2,8120833.45,302,4478.33,8729,221.34,NAO,0,1500000.00,14851720.31
1071,06052009,5,37,43,7,53,54,0,0,0,56,17508.53,3846,364.19,SIM,1806143.13,4000000.00,15109740.78
1072,09052009,19,18,54,47,43,9,0,0,0,47,27186.35,4915,371.38,SIM,4159908.54,7000000.00,15445992.99
1073,13052009,44,36,32,8,34,25,0,0,0,66,20356.35,5305,361.79,SIM,6634811.63,9000000.00,15799550.59
1074,16052009,3,47,10,50,29,23,0,0,0,111,13830.94,7099,308.94,SIM,16976970.12,20000000.00,16203559.66
1075,20052009,53,39,16,21,10,12,0,0,0,119,15845.68,7179,375.22,SIM,20450510.01,25000000.00,16699779.66
1076,23052009,32,33,10,19,42,4,0,0,0,102,21442.45,8656,360.96,SIM,24479432.11,30000000.00,17275339.96
1077,27052009,11,6,18,5,37,9,41658547.00,2,14486088.42,300,8129.73,19219,181.28,NAO,0,2000000.00,17917160.64
1078,30052009,3,6,45,34,41,43,18069091.25,0,0,47,22507.73,3645,414.6,SIM,1948695.28,4000000.00,18195545.69
1079,03062009,36,12,37,24,5,28,19331149.25,1,4033499.58,150,7545.01,8339,193.88,NAO,0,12000000.00,18493374.90
1080,06062009,56,11,20,41,34,18,24493897.75,0,0,59,24305.19,4152,493.39,SIM,12716777.49,16000000.00,18870745.01
1081,10062009,9,56,29,52,16,24,30459672.25,0,0,109,16360.33,7213,353.18,SIM,16001758.39,20000000.00,19340028.00
1082,13062009,4,40,50,17,55,38,31139440.50,0,0,63,28937.66,5460,476.99,SIM,19360050.18,23000000.00,19819783.99
1083,17062009,20,28,42,23,10,43,38208360.75,0,0,70,31956.08,6647,480.75,SIM,23480703.04,28000000.00,20408448.69
1084,20062009,20,5,29,59,40,33,42873020.75,0,0,108,23240.93,7731,463.81,SIM,39437088.95,45000000.00,21068980.41
1085,24062009,39,50,21,12,40,55,60876961.25,0,0,81,44000.86,7674,663.47,SIM,46002479.88,55000000.00,22006893.41
1086,27062009,45,4,6,23,10,2,89142866.75,4,13904065.20,954,5470.55,52159,142.93,NAO,0,2000000.00,23380290.70
1087,01072009,36,46,28,32,3,20,20190770.25,0,0,58,20380.65,4426,381.53,SIM,2177511.76,4000000.00,23691363.83
1088,04072009,24,42,35,31,6,57,25640480.25,0,0,78,19245.30,5886,364.33,SIM,4942757.79,8000000.00,24086398.99
1089,08072009,37,48,32,2,18,20,27422916.50,0,0,93,17263.31,6101,375.93,SIM,23035860.57,27000000.00,24508895.60
1090,11072009,24,9,40,20,36,42,38322847.50,0,0,175,12820.74,10325,310.42,SIM,27168860.47,32000000.00,25099324.18
1091,15072009,27,56,17,24,49,23,46937052.75,0,0,146,18821.58,12471,314.78,SIM,32230875.61,38000000.00,25822469.22
1092,18072009,40,30,1,9,33,34,56228327.75,0,0,130,25322.41,11224,418.98,SIM,38294925.87,45000000.00,26688762.13
1093,22072009,27,49,38,23,41,19,70710811.50,0,0,299,13845.47,18464,320.29,SIM,45920866.95,56000000.00,27778182.30
1094,25072009,10,9,48,36,41,21,92189270.25,1,55863193.02,211,25579.45,18534,416.01,NAO,0,25000000.00,29198514.62
1095,29072009,27,23,36,10,21,16,35408194.50,0,0,168,12339.22,10462,283.06,SIM,24452986.89,29000000.00,29744038.01
1096,01082009,3,41,52,14,13,16,46234424.25,0,0,102,26537.40,9766,395.95,SIM,29439225.73,35000000.00,30456357.86
1097,05082009,21,48,33,1,56,17,50705642.75,1,34907671.59,242,12266.88,13115,323.35,NAO,0,2000000.00,31237564.43
1098,08082009,30,20,21,11,50,52,24632326.25,1,2656519.77,49,29430.83,3434,599.92,NAO,0,2500000.00,31617067.26
1099,12082009,55,44,38,35,14,31,21735883.75,0,0,42,30298.50,3392,535.94,SIM,14459242.92,17000000.00,31951945.49
1100,15082009,41,33,17,18,7,42,34452773.25,0,0,119,16950.03,10353,278.32,SIM,18174867.35,23000000.00,32482748.98
1101,19082009,7,12,57,6,24,10,38343704.00,1,22310116.55,284,7904.40,17901,179.14,NAO,0,2000000.00,33073498.88
1102,22082009,46,23,9,35,11,51,22023282.75,0,0,83,15534.50,5695,323.43,SIM,2375142.54,5000000.00,33412804.97
1103,26082009,41,19,10,28,55,56,23717776.25,0,0,47,29544.00,5696,348.25,SIM,4933030.92,8000000.00,33778217.62
1104,29082009,3,35,58,49,2,6,28992726.00,0,0,95,17867.29,6982,347.29,SIM,18060804.99,21000000.00,34224899.83
1105,02092009,43,1,50,28,57,15,35396452.00,1,21878202.24,135,15350.38,7144,414.39,NAO,0,2000000.00,34770242.31
1106,05092009,4,15,50,60,43,47,20175874.25,0,0,37,31924.48,3139,537.57,SIM,2175905.27,5000000.00,35081085.93
1107,09092009,36,20,54,9,3,53,21516050.00,0,0,85,14819.61,6294,285.91,SIM,4496344.33,7000000.00,35412577.23
1108,12092009,60,44,7,39,43,9,29595212.00,0,0,71,24403.73,5791,427.42,SIM,7688095.88,12000000.00,35868541.75
1109,16092009,11,52,14,6,29,8,30862658.00,0,0,141,12814.67,8371,308.35,SIM,20340725.12,24000000.00,36344033.43
1110,19092009,26,45,6,28,42,14,40292586.00,2,12343077.59,217,10870.72,11277,298.83,NAO,0,2000000.00,36964809.17
1111,23092009,4,43,25,9,33,32,19480656.00,1,2100928.15,52,21932.77,5266,309.39,NAO,0,2000000.00,37264941.78
1112,26092009,4,34,52,32,58,43,20626242.00,0,0,43,28083.09,3283,525.46,SIM,2224476.04,5000000.00,37582724.09
1113,30092009,47,36,29,59,3,6,22419202.00,2,2321158.61,82,16006.62,5947,315.29,NAO,0,2000000.00,37928129.99
1114,03102009,16,3,22,54,25,15,21424482.00,1,2310563.74,65,19297.02,5054,354.54,NAO,0,11000000.00,38258210.54
1115,07102009,44,41,18,50,37,30,25131470.00,0,0,26,56589.75,3005,699.46,SIM,11132729.77,14000000.00,38645403.53
1116,10102009,17,20,4,47,9,13,31648022.00,1,14545870.49,259,7153.85,14186,186.58,NAO,0,2000000.00,39132995.07
1117,14102009,27,35,40,1,6,17,16153514.00,0,0,36,26269.86,3143,429.85,SIM,1742106.23,4000000.00,39381867.40
1118,17102009,55,44,8,20,43,21,22874788.00,0,0,30,44640.50,2965,645.24,SIM,4209080.96,7000000.00,39734292.39
1119,21102009,44,54,41,45,34,10,22981012.00,0,0,22,61156.09,2684,716.11,SIM,14740142.18,18000000.00,40088353.92
1120,24102009,50,55,7,35,44,40,33081040.00,0,0,63,30741.97,4116,672.2,SIM,18307829.45,22000000.00,40598023.55
1121,28102009,18,4,59,54,56,17,34452964.00,1,22023474.44,94,21458.13,6105,471.99,NAO,0,2000000.00,41128829.98
1122,31102009,49,44,56,26,46,55,19222788.00,0,0,20,56270.34,2425,662.97,SIM,2073117.88,4000000.00,41424989.69
1123,04112009,19,4,39,14,45,60,18010282.00,0,0,51,20674.90,3386,444.86,SIM,4015470.76,6000000.00,41702468.69
1124,07112009,49,11,7,18,16,33,25236404.00,0,0,122,12110.47,7528,280.37,SIM,15550005.71,20000000.00,42091278.37
1125,11112009,7,42,56,29,33,3,32858866.00,1,19093732.19,263,7314.59,11744,234,NAO,0,2500000.00,42597525.04
1126,14112009,59,31,57,4,52,42,19735086.00,0,0,21,55019.03,2186,755.06,SIM,2128367.63,5000000.00,42901577.57
1127,18112009,24,8,14,5,29,30,20985848.00,3,1463875.35,152,8083.07,7135,245.99,NAO,0,2000000.00,43224900.21
1128,21112009,60,8,39,52,24,16,17652896.00,1,1903809.92,43,24034.81,3389,435.65,NAO,0,2000000.00,43496873.07
1129,25112009,47,19,17,12,32,55,16567972.00,0,0,75,12933.06,4068,340.63,SIM,9094554.71,12000000.00,43752130.84
1130,28112009,23,49,32,54,18,5,27408748.00,0,0,279,5751.46,9245,247.95,SIM,12050502.92,15000000.00,44174409.16
1131,02122009,49,34,36,1,16,8,34001962.00,0,0,119,16728.24,7753,366.8,SIM,15717508.75,20000000.00,44698267.16
1132,05122009,52,30,27,12,55,33,38359728.00,0,0,104,21594.12,7799,411.36,SIM,19854486.10,24000000.00,45289263.93
1133,09122009,16,5,58,39,10,21,37311790.00,1,23878446.59,111,19679.60,8648,360.84,NAO,0,2500000.00,45864115.44
1134,12122009,29,36,56,22,9,51,21551532.00,0,0,53,23806.49,3770,478.11,SIM,13077964.72,16000000.00,46196153.41
1135,16122009,5,4,19,39,6,23,29603144.00,1,16270571.71,127,13646.69,9233,268.15,NAO,0,2000000.00,46652240.14
1136,19122009,7,31,32,37,43,34,21230956.00,0,0,41,30316.49,4242,418.59,SIM,2289692.56,5000000.00,46979339.10
1137,22122009,21,28,19,25,50,43,14493008.00,0,0,33,25712.12,2763,438.7,SIM,3852718.38,6000000.00,47202628.51
1138,24122009,4,25,18,15,36,2,19145820.00,0,0,118,9499.16,6796,235.62,SIM,5917535.51,7500000.00,47497602.38
1139,26122009,36,42,37,9,28,31,13557048.00,0,0,25,31748.14,2049,553.37,SIM,61731493.11,120000000.00,61731493.11
1140,31122009,49,58,40,46,10,27,435346884.00,2,72450747.46,734,34724.23,55988,650.33,NAO,0,1500000.00,0
1141,02012010,40,9,37,58,50,60,5610856.00,0,0,6,54748.35,683,687.07,SIM,605113.35,2000000.00,86444.79
1142,06012010,28,31,15,58,3,26,17301930.00,0,0,66,15347.72,3640,397.54,SIM,2471072.68,5000000.00,353010.42
1143,09012010,35,47,60,44,30,3,21700966.00,0,0,52,24432.56,3686,492.4,SIM,4811454.35,7000000.00,687350.67
1144,13012010,19,10,49,18,1,44,22142094.00,0,0,92,14090.42,6105,303.33,SIM,11724753.92,15000000.00,1028487.25
1145,16012010,19,3,60,33,24,16,28855462.00,1,14836725.73,129,13095.79,8734,276.31,NAO,0,2000000.00,1473054.66
1146,20012010,10,34,53,33,28,6,16304810.00,0,0,53,18010.80,3641,374.53,SIM,1758423.03,4000000.00,1724257.97
1147,23012010,23,39,52,31,6,33,20872116.00,0,0,30,40732.25,3040,574.23,SIM,4009415.81,7000000.00,2045828.37
1148,27012010,48,32,29,55,27,28,20929302.00,0,0,37,33116.63,3792,461.61,SIM,6266575.92,9000000.00,2368279.83
1149,30012010,46,54,8,36,7,23,25751354.00,0,0,91,16567.30,6998,307.76,SIM,16684537.21,20000000.00,2765023.19
1150,03022010,28,17,35,52,31,15,30139020.00,0,0,58,30422.46,5033,500.83,SIM,19934936.77,24000000.00,3229366.00
1151,06022010,1,25,4,14,21,51,35293022.00,0,0,101,20457.88,7455,395.94,SIM,23741179.41,28000000.00,3773114.97
1152,10022010,47,36,44,29,20,14,37101290.00,0,0,99,21940.52,6884,450.75,SIM,27742438.13,32000000.00,4344723.37
1153,13022010,55,46,34,17,19,6,42232896.00,0,0,148,16706.38,9655,365.84,SIM,32297124.60,34000000.00,4995392.88
1154,17022010,4,14,21,26,12,28,26100894.00,0,0,141,10837.51,8206,266.02,SIM,46695017.02,52000000.00,5397521.51
1155,20022010,28,58,41,40,51,20,61880258.00,0,0,76,47668.53,6061,853.89,SIM,53368610.37,61000000.00,6350892.01
1156,24022010,31,49,44,24,9,48,76877700.00,0,0,210,21432.57,15420,416.97,SIM,61659631.20,70000000.00,7535323.58
1157,27022010,46,9,43,41,49,29,102544866.00,4,18179694.01,248,24207.80,19079,449.52,NAO,0,2500000.00,9115201.42
1158,03032010,23,31,60,55,30,54,21846804.00,0,0,38,33658.71,2442,748.23,SIM,2356109.85,5000000.00,9451788.55
1159,06032010,53,46,5,6,34,55,29453948.00,0,0,72,23949.93,7628,322.94,SIM,25368068.86,30000000.00,9905576.66
1160,10032010,40,5,3,48,1,18,41908820.00,1,29887804.73,118,20792.97,10504,333.69,NAO,0,2000000.00,10551253.23
1161,13032010,48,47,7,4,42,51,22587152.00,0,0,43,30752.91,4214,448.29,SIM,2435954.08,5000000.00,10899246.69
1162,17032010,31,25,18,41,22,30,23890622.00,0,0,43,32527.61,3308,604.02,SIM,5012483.34,8000000.00,11267322.32
1163,20032010,5,51,31,53,47,17,28875932.00,0,0,72,23479.92,6107,395.46,SIM,8126662.78,12000000.00,11712205.12
1164,24032010,17,6,14,40,49,26,29005080.00,0,0,56,30323.49,5145,471.5,SIM,21170174.38,25000000.00,12159077.66
1165,27032010,20,52,60,42,54,40,38087576.00,0,0,70,31855.07,3923,812,SIM,25277800.98,30000000.00,12745881.47
1166,31032010,35,28,54,30,22,31,41027618.00,0,0,86,27930.00,6211,552.47,SIM,29702501.97,35000000.00,13377981.62
1167,03042010,43,28,56,20,52,51,39708236.00,0,0,44,52834.93,4342,764.86,SIM,33984911.71,39000000.00,13989754.45
1168,07042010,47,20,4,56,53,5,50462180.00,0,0,97,30457.03,8380,503.63,SIM,39427100.86,47000000.00,14767210.06
1169,10042010,14,1,11,23,42,48,62859000.00,1,46206248.49,179,20559.27,12185,431.45,NAO,0,19000000.00,15735659.74
1170,14042010,46,11,27,34,49,13,31138258.00,1,19095125.12,228,7995.63,10746,242.34,NAO,0,2000000.00,16215397.51
1171,17042010,41,3,10,30,57,13,22664280.00,0,0,79,16796.08,5610,337.88,SIM,2444272.09,5000000.00,16564579.25
1172,20042010,28,52,6,43,12,56,18538888.00,0,0,90,12059.64,6438,240.83,SIM,4443633.49,7000000.00,16850202.32
1173,24042010,7,25,24,36,5,47,28108632.00,0,0,140,11754.52,9619,244.4,SIM,7475062.00,10000000.00,17283263.55
1174,28042010,7,52,6,51,47,39,28791936.00,0,0,38,44358.87,4174,576.91,SIM,19341429.43,22000000.00,17726852.25
1175,30042010,2,3,12,37,47,16,30584616.00,0,0,77,23254.42,6958,367.63,SIM,22639885.13,26000000.00,18198060.21
1176,05052010,21,11,49,14,33,30,40516056.00,0,0,102,23255.21,7379,459.22,SIM,27009415.74,33000000.00,18822278.89
1177,08052010,33,52,55,47,38,50,46418328.00,1,32015488.03,78,34840.80,6269,619.27,NAO,0,2000000.00,19537432.09
1178,12052010,1,53,22,50,45,30,19655986.00,0,0,27,42621.06,2330,705.56,SIM,2119836.94,5000000.00,19840265.97
1179,15052010,59,28,47,60,22,5,25567678.00,0,0,99,15119.91,5765,370.92,SIM,15909470.94,20000000.00,20234179.49
1180,19052010,60,12,34,30,44,57,33176212.00,0,0,70,27747.38,5176,536.07,SIM,19487422.20,24000000.00,20745315.40
1181,22052010,44,18,45,31,26,20,40659128.00,0,0,67,35528.46,5964,570.18,SIM,23872382.69,29000000.00,21371738.34
1182,26052010,52,29,56,60,2,4,40959376.00,0,0,82,29243.72,7157,478.64,SIM,28289723.98,34000000.00,22002787.10
1183,29052010,12,5,10,20,29,37,49002816.00,4,8393631.32,545,5264.03,21948,186.73,NAO,0,2500000.00,22757758.73
1184,02062010,4,23,27,28,9,30,20256366.00,0,0,134,8850.14,7342,230.75,SIM,14661502.87,18000000.00,23069842.46
1185,05062010,54,10,2,43,21,35,29288102.00,0,0,96,17861.30,5571,439.69,SIM,17820133.57,22000000.00,23521075.43
1186,09062010,41,12,15,7,13,8,36225720.00,1,21726964.78,196,10820.67,12126,249.85,NAO,0,1500000.00,24079194.19
1187,12062010,8,49,43,17,40,19,20990400.00,0,0,42,29259.35,4013,437.46,SIM,2263749.35,5000000.00,24402586.97
1188,16062010,60,52,59,9,44,20,20701566.00,0,0,32,37874.46,3164,547.21,SIM,4496348.84,7000000.00,24721529.75
1189,19062010,50,21,14,35,31,27,25805114.00,0,0,44,34335.73,4064,531.06,SIM,16296089.09,20000000.00,25119101.38
1190,23062010,11,53,56,37,10,19,30752700.00,2,9806336.06,146,12331.72,7261,354.22,NAO,0,2000000.00,25592898.97
1191,26062010,25,22,11,16,33,3,18169908.00,0,0,138,7708.45,6525,232.89,SIM,1959568.05,4000000.00,25872837.29
1192,30062010,49,17,20,59,57,52,19450952.00,0,0,34,33493.09,2691,604.53,SIM,4057292.71,6500000.00,26172512.25
1193,03072010,12,54,2,32,14,9,22466636.00,0,0,72,18268.32,5845,321.47,SIM,6480249.51,9000000.00,26518648.95
1194,07072010,24,53,41,6,13,50,25291720.00,0,0,54,27420.66,4511,468.92,SIM,17080404.23,21000000.00,26908310.87
1195,10072010,27,17,57,26,55,20,33032140.00,1,20642817.77,63,30696.54,4448,621.1,NAO,0,2000000.00,27417227.11
1196,14072010,60,3,20,19,58,6,17725202.00,0,0,85,12208.59,5086,291.48,SIM,1911607.90,5000000.00,27690313.98
1197,17072010,39,54,36,37,60,49,22316318.00,0,0,35,37329.11,2662,701.14,SIM,4318353.37,7000000.00,28034134.77
1198,21072010,29,22,36,58,41,48,23482624.00,0,0,52,26438.48,3708,529.66,SIM,6850881.31,9500000.00,28395924.50
1199,24072010,58,28,23,39,16,19,27352780.00,0,0,71,22554.66,5692,401.91,SIM,18200523.70,22000000.00,28817340.54
1200,28072010,10,3,39,54,56,11,33518376.00,1,21815376.29,91,21564.27,6489,432.01,NAO,0,2000000.00,29333748.06
1201,31072010,36,32,55,49,60,28,19058168.00,0,0,67,16653.27,3425,465.38,SIM,2055364.13,5000000.00,29627371.53
1202,04082010,9,60,11,53,48,8,20920800.00,0,0,63,19441.55,4195,417.1,SIM,4311607.33,7000000.00,29949692.00
1203,07082010,55,30,33,9,7,38,25095694.00,0,0,99,14840.80,6138,341.95,SIM,7018099.86,10000000.00,30336333.81
1204,11082010,10,25,5,39,52,43,26275440.00,0,0,95,16192.71,6613,332.31,SIM,18316592.66,22000000.00,30741151.60
1205,14082010,14,4,26,35,29,13,36208214.00,0,0,141,15034.23,9645,313.97,SIM,22221535.91,27000000.00,31299000.65
1206,18082010,2,11,37,36,48,6,38590864.00,0,0,112,20172.50,8526,378.55,SIM,26383440.55,31000000.00,31893558.47
1207,21082010,32,35,22,9,56,11,46011358.00,0,0,108,24942.19,8377,459.37,SIM,31345622.39,37000000.00,32602441.61
1208,25082010,45,12,1,26,54,20,51832516.00,0,0,125,24276.47,9464,458.06,SIM,36935598.02,43000000.00,33401009.57
1209,28082010,30,17,38,14,5,35,64118190.00,0,0,251,14955.49,16146,332.13,SIM,59900458.51,70000000.00,34388859.20
1210,01092010,3,7,9,10,31,34,124600180.00,0,0,993,7346.20,57447,181.4,SIM,73338200.39,85000000.00,36308536.62
1211,04092010,36,54,3,31,15,48,177888800.00,7,13217564.89,981,10616.29,44163,336.88,NAO,0,2000000.00,39049215.76
1212,08092010,35,50,2,23,33,40,18443790.00,0,0,28,38564.29,2326,663.18,SIM,1989105.38,4000000.00,39333373.68
1213,11092010,3,53,45,11,34,26,28112394.00,0,0,111,14827.50,6156,381.93,SIM,5020939.63,8000000.00,39766492.87
1214,15092010,5,41,29,36,30,48,29803386.00,0,0,87,20055.78,6593,378.07,SIM,33917085.84,40000000.00,40225664.67
1215,18092010,47,51,10,50,30,25,52992216.00,0,0,144,21544.81,10052,440.91,SIM,39632131.51,46000000.00,41042099.78
1216,22092010,7,25,4,58,13,27,57159394.00,0,0,555,6029.59,26524,180.23,SIM,45796594.37,53000000.00,41922737.34
1217,25092010,5,43,28,15,11,50,69238306.00,0,0,266,15239.05,16184,357.81,SIM,53263730.31,61000000.00,42989471.06
1218,29092010,33,23,29,46,10,31,86469726.00,0,0,211,23992.46,17290,418.27,SIM,62589221.31,75000000.00,44321684.07
1219,02102010,34,37,41,53,2,33,107640740.00,0,0,220,28644.89,17919,502.4,SIM,99517334.59,115000000.00,45980072.51
1220,06102010,48,55,52,43,5,15,181969176.00,1,119142144.27,377,28258.54,30478,499.35,NAO,0,3000000.00,48783616.75
1221,09102010,46,5,58,37,14,43,26146224.00,0,0,102,15007.28,5864,372.91,SIM,2819788.93,6000000.00,49186443.74
1222,13102010,26,19,48,57,5,8,24254156.00,0,0,121,11735.29,7404,273.97,SIM,5435524.20,8000000.00,49560120.23
1223,16102010,17,15,48,42,35,47,35565226.00,0,0,358,5816.15,9411,316.07,SIM,9271123.19,13000000.00,50108062.95
1224,20102010,41,19,57,53,21,27,37770716.00,1,13344577.42,124,17833.09,6867,460.02,NAO,0,23000000.00,50689985.00
1225,23102010,32,55,34,31,50,40,39382110.00,1,24970852.82,36,64045.66,3825,861.11,NAO,0,2000000.00,51296733.30
1226,27102010,31,55,56,50,40,10,22114710.00,0,0,57,22714.31,9917,186.5,SIM,2385002.68,5000000.00,51637447.99
1227,30102010,35,31,4,30,54,28,28377038.00,1,5445377.96,463,3588.23,5301,447.71,NAO,0,1600000.00,52074644.47
1228,03112010,36,10,60,52,50,23,18171942.00,0,0,43,24741.50,3050,498.3,SIM,1959787.41,5000000.00,52354614.11
1229,06112010,12,49,60,32,30,40,27891626.00,0,0,42,38879.24,2827,825.16,SIM,14182939.00,18000000.00,52784332.00
1230,10112010,37,35,12,22,19,9,34852882.00,0,0,110,18549.80,9272,314.38,SIM,17941713.91,22000000.00,53321299.85
1231,13112010,20,27,49,5,23,39,41183828.00,1,22383261.66,161,14975.94,9961,345.79,NAO,0,2000000.00,53955806.69
1232,17112010,12,18,15,8,11,22,18310616.00,0,0,161,6658.40,7374,207.68,SIM,1974742.97,4500000.00,54237912.84
1233,20112010,49,22,59,29,32,54,24496594.00,0,0,33,43459.53,3057,670.2,SIM,4616624.43,8000000.00,54615324.50
1234,24112010,3,5,24,19,30,35,26346304.00,0,0,120,12853.80,9102,242.09,SIM,17300360.17,21000000.00,55021234.06
1235,27112010,16,49,55,20,10,26,35707024.00,0,0,83,25186.56,6028,495.42,SIM,21151251.64,25000000.00,55571361.42
1236,01122010,17,20,38,8,53,3,37987018.00,0,0,136,16352.70,9270,342.72,SIM,25248033.37,30000000.00,56156615.97
1237,04122010,26,21,39,5,18,59,45457850.00,1,30150521.09,132,20161.75,9303,408.67,NAO,0,2000000.00,56856971.38
1238,08122010,40,45,24,14,13,39,20265740.00,0,0,41,28938.22,3065,553,SIM,2185597.01,5000000.00,57169199.54
1239,11122010,15,1,48,37,39,52,26507920.00,0,0,57,27226.64,3794,584.35,SIM,16292399.49,20000000.00,57577599.08
1240,15122010,22,42,49,8,12,9,33280228.00,0,0,123,15840.70,8257,337.1,SIM,19881568.56,24000000.00,58090337.54
1241,18122010,13,26,25,10,28,45,38582506.00,0,0,181,12479.72,12556,257,SIM,24042571.82,26000000.00,58684766.59
1242,20122010,54,45,51,11,34,48,15206152.00,0,0,19,46855.32,2046,621.59,SIM,25682508.00,29000000.00,58919043.21
1243,22122010,32,19,23,57,9,29,36481150.00,0,0,139,15365.51,8401,363.18,SIM,29616886.54,34000000.00,59481097.30
1244,24122010,45,8,34,15,2,25,34804982.00,0,0,124,16432.85,9080,320.59,SIM,104122626.00,200000000.00,104122626.00
1245,31122010,34,10,37,50,43,2,472524744.00,4,48598800.01,1561,17722.09,94921,416.34,NAO,0,2000000.00,0
1246,05012011,59,10,37,57,40,43,19919216.00,0,0,46,25351.73,3939,422.94,SIM,2148225.48,4700000.00,306889.37
1247,08012011,9,11,24,3,51,36,25486842.00,0,0,164,9098.41,9543,223.37,SIM,4896902.11,8000000.00,699557.47
